Common,Royal,Monk
ការធ្វើសមាធិជួយឱ្យចិត្តយើងស្ងប់និងបង្កើនស្មារតីក្នុងការធ្វើការងារផ្សេងៗ។,ព្រះរាជកិច្ចធ្វើសមាធិជួយឱ្យព្រះរាជចិត្តស្ងប់និងបង្កើនព្រះរាជស្មារតីក្នុងការធ្វើព្រះរាជការងារផ្សេងៗ។,ការធ្វើសមាធិជួយឱ្យចិត្តស្ងប់និងបង្កើនសតិសម្បជញ្ញៈក្នុងការធ្វើកិច្ចការផ្សេងៗ។
ខ្ញុំត្រូវការកាតទូរស័ព្ទដើម្បីបញ្ចូលទឹកប្រាក់សម្រាប់ប្រើប្រាស់សេវាអ៊ីនធឺណិត។,ខ្ញុំព្រះករុណាត្រូវការព្រះរាជកាតទូរស័ព្ទដើម្បីបញ្ចូលព្រះរាជប្រាក់សម្រាប់ប្រើប្រាស់ព្រះរាជសេវាអ៊ីនធឺណិត។,ខ្ញុំព្រះតេជព្រះគុណត្រូវការកាតទូរស័ព្ទដើម្បីបញ្ចូលទារហាត់សម្រាប់ប្រើប្រាស់សេវាអ៊ីនធឺណិត។
ពួកយើងគួរតែចេះជួយគ្នាទៅវិញទៅមកក្នុងគ្រាដែលមានអាសន្នឬទុក្ខលំបាក។,ព្រះអង្គគួរតែចេះជួយគ្នាទៅវិញទៅមកក្នុងព្រះរាជគ្រាដែលមានអាសន្នឬទុក្ខលំបាក។,ពួកយើងគួរតែចេះជួយគ្នាទៅវិញទៅមកក្នុងគ្រាដែលមានអាសន្នឬទុក្ខលំបាក។
គាត់គឺជាអ្នកវិទ្យាសាស្ត្រម្នាក់ដែលកំពុងស្រាវជ្រាវអំពីថាមពលពន្លឺព្រះអាទិត្យ។,ព្រះអង្គម្ចាស់ទ្រង់គឺជាព្រះរាជអ្នកវិទ្យាសាស្ត្រដែលកំពុងស្រាវជ្រាវអំពីព្រះរាជថាមពលព្រះអាទិត្យ។,ព្រះតេជព្រះគុណទ្រង់គឺជាអ្នកវិទ្យាសាស្ត្រធម៌ដែលកំពុងស្រាវជ្រាវអំពីថាមពលពន្លឺព្រះអាទិត្យ។
ការប្រើប្រាស់កាបូបក្រណាត់ជំនួសថង់ប្លាស្ទិកជួយកាត់បន្ថយការបំពុលបរិស្ថាន។,ការប្រើប្រាស់ព្រះរាជកាបូបក្រណាត់ជំនួសព្រះរាជថង់ប្លាស្ទិកជួយកាត់បន្ថយព្រះរាជការបំពុលបរិស្ថាន។,ការប្រើប្រាស់កាបូបក្រណាត់ជំនួសថង់ប្លាស្ទិកជួយកាត់បន្ថយការបំពុលបរិស្ថាន។
ខ្ញុំចង់ទៅទស្សនាប្រាសាទព្រះវិហារដែលស្ថិតនៅលើកំពូលភ្នំដងរែក។,ខ្ញុំព្រះករុណាមានព្រះរាជបំណងយាងទៅទស្សនាព្រះរាជប្រាសាទព្រះវិហារដែលស្ថិតនៅលើកំពូលភ្នំដងរែក។,ខ្ញុំព្រះតេជព្រះគុណមានសេចក្ដីប្រាថ្នាយាងទៅទស្សនាប្រាសាទព្រះវិហារដែលស្ថិតនៅលើកំពូលភ្នំដងរែក។
នាងតែងតែរៀបចំបន្ទប់គេងឱ្យមានសណ្ដាប់ធ្នាប់ល្អមុនពេលចេញទៅធ្វើការ។,ព្រះនាងទ្រង់តែងតែរៀបចំព្រះរាជបន្ទប់គេងឱ្យមានសណ្ដាប់ធ្នាប់ល្អមុនពេលយាងចេញទៅធ្វើព្រះរាជការ។,ព្រះតេជព្រះគុណទ្រង់តែងតែរៀបចំកុដិឱ្យមានសណ្ដាប់ធ្នាប់ល្អមុនពេលយាងចេញទៅធ្វើកិច្ចការ។
ការហាត់ប្រាណតាមបែបធម្មជាតិជួយឱ្យយើងមានសុខភាពល្អនិងអាយុយឺនយូរ។,ព្រះរាជកិច្ចហាត់ប្រាណតាមបែបព្រះរាជធម្មជាតិជួយឱ្យព្រះអង្គទ្រង់មានព្រះរាជសុខភាពល្អនិងព្រះរាជអាយុយឺនយូរ។,ការហាត់ប្រាណតាមបែបធម្មជាតិជួយឱ្យពួកយើងមានសុខភាពល្អនិងអាយុយឺនយូរ។
គាត់បានផ្ញើអំណោយជាសៀវភៅមកឱ្យខ្ញុំក្នុងឱកាសថ្ងៃខួបកំណើតរបស់ខ្ញុំ។,ព្រះអង្គម្ចាស់ទ្រង់បានផ្ញើព្រះរាជអំណោយជាព្រះរាជសៀវភៅមកឱ្យខ្ញុំព្រះករុណាក្នុងព្រះរាជឱកាសថ្ងៃខួបព្រះរាជកំណើត។,ព្រះតេជព្រះគុណទ្រង់បានផ្ញើអំណោយជាគម្ពីរមកឱ្យខ្ញុំព្រះតេជព្រះគុណក្នុងឱកាសថ្ងៃកំណើត។
ការដាំផ្ការំដួលនៅមុខផ្ទះធ្វើឱ្យផ្ទះមានក្លិនក្រអូបឈ្ងុយឈ្ងប់គួរឱ្យចង់រស់នៅ។,ព្រះរាជកិច្ចដាំព្រះផ្ការំដួលនៅមុខព្រះរាជដំណាក់ធ្វើឱ្យព្រះរាជដំណាក់មានព្រះក្លិនក្រអូបឈ្ងុយឈ្ងប់គួរឱ្យទ្រង់ព្រះគង់នៅ។,ការដាំផ្ការំដួលនៅមុខកុដិធ្វើឱ្យកុដិមានក្លិនក្រអូបឈ្ងុយឈ្ងប់គួរឱ្យស្នាក់នៅ។
